event_slug,title,category,tags,end_date,days_to_end,start_date,num_markets,open_markets,volume_24h,volume_total,liquidity,open_interest,competitive,comment_count,sub_market_slugs,condition_ids,description,polymarket_url
ballon-dor-winner-2026,Ballon d'Or Winner 2026,soccer,soccer,2026-10-31T00:00:00Z,163,2025-09-22T23:50:09.748582Z,89,89,45483.03,3393809.48,458661.42,192314.36,0.939,106,will-kylian-mbapp-win-the-2026-ballon-dor|will-erling-haaland-win-the-2026-ballon-dor|will-jude-bellingham-win-the-2026-ballon-dor|will-ousmane-dembl-win-the-2026-ballon-dor|will-mohamed-salah-win-the-2026-ballon-dor|will-lamine-yamal-win-the-2026-ballon-dor|will-vincius-jnior-win-the-2026-ballon-dor|will-harry-kane-win-the-2026-ballon-dor|will-pedri-win-the-2026-ballon-dor|will-cole-palmer-win-the-2026-ballon-dor|will-someone-else-win-the-2026-ballon-dor|will-declan-rice-win-the-2026-ballon-dor|will-vitinha-win-the-2026-ballon-dor|will-julian-alvarez-win-the-2026-ballon-dor|will-raphinha-win-the-2026-ballon-dor|will-bruno-fernandes-win-the-2026-ballon-dor|will-lautaro-martinez-win-the-2026-ballon-dor|will-cristiano-ronaldo-win-the-2026-ballon-dor|will-placeholder-p-win-the-2026-ballon-dor|will-placeholder-r-win-the-2026-ballon-dor|will-placeholder-t-win-the-2026-ballon-dor|will-placeholder-v-win-the-2026-ballon-dor|will-placeholder-x-win-the-2026-ballon-dor|will-placeholder-z-win-the-2026-ballon-dor|will-placeholder-ab-win-the-2026-ballon-dor|will-placeholder-ad-win-the-2026-ballon-dor|will-placeholder-af-win-the-2026-ballon-dor|will-placeholder-ah-win-the-2026-ballon-dor|will-placeholder-aj-win-the-2026-ballon-dor|will-placeholder-al-win-the-2026-ballon-dor|will-placeholder-an-win-the-2026-ballon-dor|will-placeholder-ap-win-the-2026-ballon-dor|will-placeholder-ar-win-the-2026-ballon-dor|will-placeholder-at-win-the-2026-ballon-dor|will-placeholder-av-win-the-2026-ballon-dor|will-placeholder-ax-win-the-2026-ballon-dor|will-placeholder-az-win-the-2026-ballon-dor|will-placeholder-bb-win-the-2026-ballon-dor|will-placeholder-bd-win-the-2026-ballon-dor|will-placeholder-bf-win-the-2026-ballon-dor|will-placeholder-bh-win-the-2026-ballon-dor|will-placeholder-bj-win-the-2026-ballon-dor|will-placeholder-bl-win-the-2026-ballon-dor|will-placeholder-bn-win-the-2026-ballon-dor|will-placeholder-bp-win-the-2026-ballon-dor|will-placeholder-br-win-the-2026-ballon-dor|will-placeholder-bt-win-the-2026-ballon-dor|will-placeholder-bv-win-the-2026-ballon-dor|will-placeholder-bx-win-the-2026-ballon-dor|will-placeholder-bz-win-the-2026-ballon-dor|will-michael-olise-win-the-2026-ballon-dor|will-khvicha-kvaratskhelia-win-the-2026-ballon-dor|will-federico-valverde-win-the-2026-ballon-dor|will-desire-doue-win-the-2026-ballon-dor|will-achraf-hakimi-win-the-2026-ballon-dor|will-luis-diaz-win-the-2026-ballon-dor|will-dominik-szoboszlai-win-the-2026-ballon-dor|will-placeholder-o-win-the-2026-ballon-dor|will-placeholder-q-win-the-2026-ballon-dor|will-placeholder-s-win-the-2026-ballon-dor|will-placeholder-u-win-the-2026-ballon-dor|will-placeholder-w-win-the-2026-ballon-dor|will-placeholder-y-win-the-2026-ballon-dor|will-placeholder-aa-win-the-2026-ballon-dor|will-placeholder-ac-win-the-2026-ballon-dor|will-placeholder-ae-win-the-2026-ballon-dor|will-placeholder-ag-win-the-2026-ballon-dor|will-placeholder-ai-win-the-2026-ballon-dor|will-placeholder-ak-win-the-2026-ballon-dor|will-placeholder-am-win-the-2026-ballon-dor|will-placeholder-ao-win-the-2026-ballon-dor|will-placeholder-aq-win-the-2026-ballon-dor|will-placeholder-as-win-the-2026-ballon-dor|will-placeholder-au-win-the-2026-ballon-dor|will-placeholder-aw-win-the-2026-ballon-dor|will-placeholder-ay-win-the-2026-ballon-dor|will-placeholder-ba-win-the-2026-ballon-dor|will-placeholder-bc-win-the-2026-ballon-dor|will-placeholder-be-win-the-2026-ballon-dor|will-placeholder-bg-win-the-2026-ballon-dor|will-placeholder-bi-win-the-2026-ballon-dor|will-placeholder-bk-win-the-2026-ballon-dor|will-placeholder-bm-win-the-2026-ballon-dor|will-placeholder-bo-win-the-2026-ballon-dor|will-placeholder-bq-win-the-2026-ballon-dor|will-placeholder-bs-win-the-2026-ballon-dor|will-placeholder-bu-win-the-2026-ballon-dor|will-placeholder-bw-win-the-2026-ballon-dor|will-placeholder-by-win-the-2026-ballon-dor,0x87091dc5932f015d80c40e71e47cb043c3f8b6098484eb5bc3943cf35ee9afc1|0xc89266786402aaabe78111eb91c6764d86857bbc4427c82b91d60a5ef69a70d0|0xaa95b8ce7b2c7f04102c173447ef24a8724bed88687442ab8742a73aa7bafeff|0x26f410f7518fa199678ef57f02637fc88be9b3b593346b00946d7ea451f4521b|0xf6f3ab86ba22d9d362e2429701722f15115e4a10a3d790c18f88df2ddff7f4ed|0xa34edb6c898232378a9cc08744842df2cd89d278ba45b012bed3ac10c7241c4d|0x92546439b64eb75474e85860546f9b46d5965be9f6b39d834b5d952f25137ec0|0x12dc2b61723b2a54fc1947a307389b5f32038e7a29a0e936ad1fe410b969d06a|0x1eac56852d62aec470b9151ac79496384afc0cb0b8a1be56aee07540765f4628|0xd5a0dc324b2c8af715850bc34fe2b1089e7627103b92a9ec7aba79cbf9117943|0x3809dc8e69cae413d1e19a5d2f372f6690d248696853c9d57b2a3817167cbe2d|0x36d6b5a0d75f0759c747b41afb84d86fff70db2b2eebaeb3bea92fe444de934f|0x1bc81406764e3a1f4bb86c9bfe054f7c230902f40bcd7f682f6d79a2a0f7dc38|0x01f2c56394e8d4fd8f29ac99cbb3247cc9864a0a131ea420156ae2f658534cf2|0xee309062016daafd45007ca31ff581943496be9397b6fd90d62898530890607a|0x6bf93fc8674293ec051a0b10b0ad4fc20b0087685f6c8ef080e1568e03897275|0xc6421c3ee02a46dfff6a860fd1649ad81b168f781842ab732fd4dd6791d6c431|0xba753e4c9435984f5e286c3fd3480c41f0205d040f7455ef0c7e9c4e163f3892|0x30f729ef18553d8956bfd7ae7a1e96dbad07e2476160239b23ec10e6cdc5f01b|0x484252a68d9367df54f641765866693f16ac7a07d65d417bdbedc1c821d408f6|0xa0e7e13b769d1614984d0383d23552efdd18a45ce6ebdae9558de1c296131e16|0xa74177ffd3dadacf39fee84da436e06ae4bc7c250c93d42b71a5cb3e56e2d23a|0x453ec10eecc1de39437934afe600367dac398806cc177bd67b8870259e7422af|0x313164968516238124a3e4c088c9aa131cd518e56367f366589397b4b995c89c|0xd81c213eba94d4c8f9d0ebb532a4c9f34020967dff0b6df7320fb7624be241e7|0x70257cad60aeb1261e34b0c04aed9cd4545c44465496ed25b1637a7da11b1ebb|0x59994caf0ca4cf0c1d99f84ded72cd21198012cb07ee7efeeac09c1902194608|0xd423f7333deeb086a5ffd2bac259c14e2d9d314752eadfe72e0755c273068b1a|0xb60ad67a12ddec8a949d9012a34591b96badb5f75feeb911f9a82b81b1533f15|0x31994df35757bd0fb2433c98efcf69aa7a07ba4d1628315cf72c4259784baf5d|0x2493ee9045765f02017bf389c0db02dd3ec39697f08ebda532a8598530e4dfc4|0x91c6fcb320b427983b9186095118a866f24b08546c9b174e265f4596fdfe5591|0xeb0687026a7d5d80136ed6412932e3e152b21eb1618f67d5f054d71437437b26|0x991f5800b1b8134ea143f01bbe1fdbfd39ffe654791aee1a3c9650ff6c27a97c|0x38d5c3a8addff960d554ca6a44262d3707b561651e15a7d0ea1d22b2dedf671f|0x2958b94d770288ed47ee412dc443bc6aa210e6038344e733929ff91568642128|0x1946ed928dd1ab2dff4f1c9a9ab2610da9b0641df4a4a60a5d5b0b997ba49993|0x316681054b08626701e4949df0f783b0222d60726f219f7c7bda0ca8e03b90d4|0xf48e25f91167a1e650b2dc9b888c94f14bda335ddec4bd9d2f01926ee231d6d6|0x8e86cb73ac0c49b0b12aa3e3b331b98fc18b963b1fb4805a885fbebe7c26fa00|0xc72164a09a6f38ee62fc6300197f85e07eeec19559ce10cb607024f3fbae2db6|0x3cf9f15a3d21a6fef828b6238f3aeab22926b74820047868c31924fd409c23c1|0x98d9c7ce2d4588fda3e1f6c85dd40af0c2de8bcfb3e8b7c9a957ff25cb844434|0x2bde1abae8bfd8979c0edbac954f631d36a6df9b5aa3864ae698773a967c2cf5|0xa16066079fa213bb32d22fb8549468dc312acc7174bab8e7945d8f76a4a53515|0x5e797cf4ef6c6634ce6567ae0e5f98d30e89d48d6d08e48ed934007ced47bba2|0x3f18b969a154f51dd62ba5266f25a6ddd5b8b76b3544de3fb08b29c3e28407d9|0x14d279ae08caa89b5f27b07386689298f817f80bd73962e273ecb11bda568a07|0x8b59462d4093198448d895b50a47d152271af67b5bcb34e5635ad99d739f2a29|0x104e10873dfbffbe46e415435a09e740b0382eaa4a557e1137ebb03351a695ee|0x3d5321854a1571f6f9f27fd6a87fbefdde464260a19b03404d2eb9d97f3d2b06|0x9f50939c394897a984d04522b61cf62da5aaa7fc50a2b3da362accaeffe38078|0xd2b561106be8eaeaf88e70e719b9f155c9ffb5f3307d908c8ad3210033b436ae|0x0a954634c5503fccd320be94a8e3bdb51ebf44b6326caadc21329d0404fae994|0x690c19fce9277de872d336d74ed41d2777e1cd292aff46266660b103d26c959a|0x29ef2d589755bce48cd5c880ad51c2e814e56725f58232bc26d2f95e0ef7929a|0x2b15aefb60135abd51882bcaa199162a773b58a901be68ad41fc86c87fa56551|0x7034c00a24f9edbf325fd5a0b9a63412e469fc8cd2aa9b060fb5ba8e10d7ebef|0xd0d342e06ca9d5b1e5ddf66ad92b42b9cc6010823507c8e3107afe2ee1db8852|0xb48cc7a8e9da951a2aa5d6df615cd069ab62bbf99ace9f4a6f61e45d08c7b213|0xa4bdfc7ebe7101395c6787d736e59ae9ceef14fa4eef6c4bf43fcb74ce49ca33|0x55f6bff9bc3905c25da65dc4cb47f366a319cdb24194b9431b6ce1e013ffd411|0x09305ee48df4a5d8a44b5257aef9cc2f305ae5cd88571bec5162348783fc1367|0x07297f6c29b141b2bc721ba532b472a8d61a10aa5a707d273ea85484002d003a|0x461cbe10281869d7cc74016a34cda82e142a0b888fb97cfe2b08fd5f66753a39|0xd04e4e972b8fbc4a1055b7081ead01f067df5b5c2ad9bf0219029a26cc1901e0|0xeb06dc88f678c6f58edcef9c8e18d5e3c243a6fbaeb068605f0c6e14def00774|0x8037a613fad40c5208c8a09b421629716374c469d25ed5436332fc1a74f3bac3|0xc1b01f1008ce6e21d0f14b6d0393b091ea97dbe50dcd1313625794518f507ff6|0x635f23babcf42688834e794d67a22797e2b9c04aa7afc7cdfc7d6370883ae81b|0x0ed4a774fcc5c0e85953831c21da1035e3ef8eabab141168301760b6a9406fbf|0xae8c778ec20690ea68639550e3251089c6ee9e206a6415f6cdfd4a4b22a0a6ce|0xb9ee0ed099ece780467f1f222094c56a2a5d2f1749695e92e23b271aadd9a6a8|0x51a74ac47d8cae97105c705e86607647eb20964c322eae30196737f4ef8b18f6|0xd9d5d31a924f20a42a523ce57dea22de479ff7661ba85566832174d2def579e9|0x29a09afde058aed8c055005ed6b08677d84149dc66919a6e86cca27192b79bf5|0x5b8dfba19f47092244e04827f9fbae482beb849ab255f150fd8b21ca5701e6ef|0x7d808577049ffa213a1ccfec7b8f9d032127885bc031269df647cbfd5225a349|0x0161443be770191f5b3ea812a44e56e816a8208622556d699da00950546383e5|0xce2aef885f60c0f768f46bcd0e46400c923e15de7411d8d0a086882117841737|0xbf1f094b480834e88e588127012619c3fae86a1f6ae1fc28187c59ec9f0b2bd4|0x8c52d2b6f2dd62722198cf6179eb523b71c855be4ce18a8a1108147d6dd5a9a4|0x60a8eb261c6f25c6b1e12a792ccf1df076fda16d405cf8a94369e4d01c5ffd03|0xdf68ca672ffba6ed1b9994a4925f1c3de81df4896edf05741357c68e5a8fc788|0xdf42df8f6d38183106b45703d86bf91bcbc818f5703097d77686c88eab4b0b30|0x107b8316b5bf6162ef8df8de2a53b9800ac5b8b4d51c318b27f047512ee4d9bb|0xd32bd9f84ed63d0d30b2bad40a3e64ead1906fe7e9f4442e79303e334acd995c|0xab587493adcf770e5e9eb7fe0e38a900d32305dc8c7d33bd6bd9a60634525dc5|0xc486150fc0ceee8d91729e10c3cc5394291ad7a17c017fadedbf0c382f64bac4,"This market will resolve according to the winner of the 2026 Ballon d’Or. If no 2026 Ballon d’Or winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"". The primary resolution source for this market is official information from France Football (https://www.francefo",https://polymarket.com/event/ballon-dor-winner-2026
florentino-perez-out-as-real-madrid-president-by-december-31-2026,"Florentino Perez out as Real Madrid president by December 31, 2026?",soccer,real-madrid|la-liga|florentino-perez|soccer,2027-01-01T00:00:00Z,225,2026-05-12T23:20:16.526431Z,1,1,218.39,21967.71,27353.98,9377.99,0.882,2,florentino-perez-out-as-real-madrid-president-by-december-31-2026,0x15f3839f5c907a939d287c6110ae2a9350c1360834210143d5cd7752f888b142,"This market will resolve to “Yes” if Florentino Perez ceases to be the President of Real Madrid for any length of time by December 31, 11:59 PM ET. Otherwise, this market will resolve to “No”. An announcement of Florentino Perez’s resignation or firing before the market’s end date will immediately r",https://polymarket.com/event/florentino-perez-out-as-real-madrid-president-by-december-31-2026
